V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,Signal
130.072,15.852,75.079,131.953,2.015,218.195,-0.112,1.989,21.09,308.899,1.762,1.202,0.635,33.491,0.536,-2.491,59.023,0.272,-0.52,78.667,-0.753,394.81,116.592,-0.057,2.502,54.395,1.958,1.014,216.386,1
91.469,9.718,71.001,125.06,2.379,387.897,-1.368,1.1,11.195,416.917,0.668,0.346,0.612,76.894,0.09,-1.353,51.402,1.048,-0.814,1.683,-1.913,527.038,182.532,-0.975,1.673,64.751,1.404,-1.959,288.621,0
111.463,53.959,75.559,72.52,4.779,502.256,-5.003,3.193,4.699,168.02,1.861,1.414,0.53,26.193,0.391,1.908,48.754,1.064,-1.213,58.378,-0.153,161.355,52.474,1.549,2.126,40.599,-3.23,-2.889,93.073,0
85.151,29.338,48.7,81.535,2.428,158.816,-1.124,1.827,0.173,152.979,0.938,1.391,0.934,28.764,0.774,0.444,26.976,-0.276,1.939,40.832,1.023,130.039,49.515,-1.806,-2.61,47.725,0.622,-1.462,97.239,0
97.806,23.87,51.927,183.622,1.075,131.279,-0.162,1.05,37.97,329.502,0.884,1.409,0,52.145,-0.397,-1.844,46.118,-1.197,-1.164,90.971,-1.534,393.459,158.982,0.893,1.604,37.225,-0.182,2.925,231.239,0
105.225,10.664,73.783,91.665,1.534,100.424,0.533,1.89,25.322,195.376,1.869,1.205,0.393,33.154,-0.521,0.684,61.953,-0.318,2.563,31.893,2.323,357.806,55.942,-0.292,-0.257,44.327,-1.826,-1.37,100.269,0
114.848,23.323,64.649,114.087,0.718,82.152,-0.018,1.735,61.127,253.303,0.837,1.338,0,46.054,1.663,2.125,38.551,1.909,0.408,61.841,0.89,320.144,70.991,-0.692,-2.984,67.316,0.026,-2.066,168.698,1
103.711,28.466,74.443,29.447,1.781,159.824,-0.49,3.12,4.311,189.661,1.206,1.414,0.695,33.507,0.318,1.072,40.41,0.014,-2.032,23.997,-1.083,305.02,74.203,1.442,1.739,41.54,-0.34,-1.549,115.744,1
84.391,3.638,47.942,126.392,0.895,75.294,-0.171,1.285,30.903,241.105,1.109,0.468,0.081,33.11,-1.82,-1.991,36.705,-0.537,-2.078,56.871,-2.158,300.459,69.508,-0.276,1.049,66.289,0.619,1.537,171.29,0
117.52,8.465,85.569,170.778,6.133,2064.945,-9.356,1.208,35.274,403.905,0.487,0.754,0.908,100.737,-0.165,2.209,49.06,0.736,1.404,39.777,1.212,437.124,137.07,2.851,-1.413,67.821,-3.282,-1.362,254.109,1
151.151,22.945,82.466,79.114,2.709,234.608,-1.55,2.71,64.391,257.594,1.038,1.359,0.26,41.398,-0.965,-2.963,42.985,-1.039,-0.254,65.74,-0.689,361.86,80.517,-0.821,2.505,50.089,1.887,-3.14,173.211,1
98.403,30.656,60.205,77.988,3.47,509.577,-2.65,2.585,0.628,244.706,2.037,1.384,0.718,21.788,-0.153,-2.894,44.386,-0.398,0.816,49.97,1.479,269.295,104.715,-1.134,-0.976,73.816,2.336,3.007,178.532,1
110.916,31.755,86.406,82.042,3.519,299.762,-3.052,1.713,20.923,203.433,0.984,-0.247,0.867,48.575,-0.955,-3.083,47.791,0.456,2.23,12.561,0.82,328.278,62.022,1.552,-0.323,45.045,-1.967,-0.887,107.067,1
141.9,20.016,94.737,151.748,1.201,86.36,4.901,1.691,2.428,269.875,1.702,1.271,0.22,44.441,-0.562,-1.17,75.654,-1.555,0.199,57.143,-0.107,330.413,110.812,-2.894,2.882,38.968,-1.694,3.061,149.78,1
136.968,21.397,71.016,114.967,3.22,172.347,-2.592,1.87,49.333,160.846,0.625,1.318,0.849,55.36,-0.327,-2.808,34.575,-0.627,1.63,67.273,2.077,270.229,35.778,-1.585,-0.251,35.132,1.635,-0.92,70.911,1
194.185,0.147,121.626,63.351,5.07,457.331,-5.57,2.831,0.948,205.608,0.295,0.986,0.671,102.419,0.292,1.025,30.184,-0.675,-2.597,18.419,-2.591,221.612,39.927,3.46,-2.232,33.078,-1.61,-1.201,73.005,1
92.207,50.341,31.158,302.863,1.134,134.113,-0.182,0.661,44.772,402.112,0.926,0.915,0.009,49.029,-2.056,-0.724,45.401,-1.599,-0.247,213.424,-0.764,509.284,270.211,-0.941,2.267,37.47,0.193,2.636,307.681,0
147.014,49.903,59.281,157.354,2.438,306.584,-1.406,1.667,99.534,250.029,0.999,1.391,0.761,37.082,-0.009,-0.336,37.051,0.92,-1.72,100.686,-0.879,383.78,116.469,1.503,2.14,59.427,-0.936,-1.126,175.896,0
99.445,8.195,56.79,86.39,0.786,76.48,0.275,1.744,5.726,181.221,0.585,1.197,0.972,48.469,0.594,-3.102,28.358,0.589,1.436,45.211,1.666,248.062,73.924,0.262,-1.388,30.47,1.048,0.126,104.394,1
144.649,48.035,100.526,101.356,1.383,492.664,0.738,2.632,51.415,576.127,1.981,0.024,0.191,20.636,0.639,0.338,40.886,-1.992,0.403,56.298,1.452,633.877,254.555,-0.411,3.14,155.511,-1.794,-0.427,514.605,0
82.641,15.546,54.361,225.662,1.413,284.883,1.839,0.877,56.378,514.76,0.186,1.391,0,144.328,1.368,-1.489,26.827,0.786,-2.145,59.885,-1.755,573.221,213.389,-2.236,1.627,74.618,-0.823,-0.28,343.605,0
93.712,4.861,24.657,419.973,4.028,2007.906,-3.01,0.615,31.9,727.577,0.626,1.36,0.927,49.906,-1.069,-1.258,31.221,-0.468,-1.125,339.051,-1.173,833.659,510.638,0.991,1.789,135.812,-3.038,-1.773,646.45,1
112.869,49.52,76.506,72.794,4.587,425.657,-3.302,2.32,20.647,176.841,0.422,0.753,0.934,64.215,0.855,-1.356,27.085,0.8,0.964,25.454,-1.499,364.778,43.424,3.693,1.493,42.117,-0.894,3.061,85.541,0
126.064,8.025,88.689,100.993,4.005,680.152,-3.487,1.76,17.379,346.008,0.306,0.598,0.975,103.42,-0.648,-2.873,31.633,-0.401,1.667,19.429,1.342,448.181,160.342,1.28,-0.37,50.614,-2.725,2.777,210.956,1
104.446,88.927,45.411,85.386,3.529,198.108,-0.549,2.26,24.865,119.894,1.306,0.857,0.982,21.959,1.325,-2.616,28.673,1.363,1.408,80.802,-2.52,190.783,36.508,-0.163,0.529,32.755,3.366,-0.222,69.263,0
168.243,67.705,128.482,36.497,0.812,114.457,-0.054,2.625,106.788,309.332,1.367,-1.36,0.341,44.321,-1.516,-2.148,60.609,0.088,2.057,35.071,0.408,443.798,99.465,-0.739,-0.808,67.135,0.073,-1.944,204.402,0
124.47,9.48,73.616,43.127,0.227,55.321,9.301,3.131,1.441,129.336,1.134,1.345,0,28.557,0.565,2.258,32.39,1.865,-0.59,35.482,-0.31,120.461,34.464,2.938,-2.395,33.924,3.165,2.058,68.388,0
156.741,11.91,73.085,110.995,1.589,83.012,-0.03,2.037,31.774,210.691,0.554,1.205,0.734,57.272,0.944,-0.651,31.707,1.217,-2.669,81.008,-2.434,246.508,58.239,1.57,0.745,32.709,-0.019,1.292,121.713,1
95.556,28.552,44.324,146.751,3.23,306.664,1.527,1.347,23.17,207.703,1.324,1.389,0.057,28.086,-0.355,2.942,37.19,0.696,2.099,87.446,2.605,375.225,107.156,-0.419,-0.809,35.271,-3.649,0.379,142.427,0
118.039,68.727,59.739,54.097,5.818,798.31,-8.445,2.7,28.539,205.182,1.098,0.564,0.776,24.17,-0.223,0.956,26.539,-1.592,-1.371,48.643,1.178,293.267,43.819,2.781,-0.724,43.072,-3.037,-3.079,154.473,0
256.62,54.325,214.734,188.767,0.785,94.274,0.376,1.97,33.294,444.437,0.476,-0.174,0,154.371,0.429,0.068,73.461,1.899,1.38,11.625,-1.006,464.515,92.183,1.12,3.083,88.86,0.336,-2.604,216.606,0
138.207,35.157,100.99,82.384,0.426,24.649,0.869,1.91,6.045,209.66,1.092,-0.149,0.002,59.008,0.251,0.989,64.441,0.429,2.891,41.308,-2.697,378.559,55.088,0.743,-0.716,31.123,1.169,-0.593,86.211,1
78.93,33.244,39.126,133.325,1.203,126.919,0.464,1.197,1.16,231.861,1.645,1.398,0.154,26.2,2.342,1.302,43.088,1.732,0.271,73.283,0.872,252.03,130.902,1.51,-2.123,31.672,0.308,2.528,162.573,0
92.699,26.353,63.027,40.314,3.099,265.898,0.422,2.395,26.565,176.916,0.954,1.414,0.052,34.617,0.883,-2.267,33.01,0.98,1.623,15.556,2.864,224.333,60.109,-3.229,0.006,49.18,-0.131,-2.421,109.289,0
145.45,69.422,109.206,115.493,1.63,301.749,0.512,2.342,1.743,344.524,2.971,0.73,0.281,23.54,-0.089,-2.308,69.939,2.003,2.923,47.521,-2.068,401.828,183.904,0.27,0.342,67.141,1.9,-2.873,251.045,0
120.176,57.182,78.188,59.441,2.749,271.036,1.168,2.314,1.534,222.307,1.049,1.298,0.899,40.868,-0.858,0.047,42.879,-1.299,-2.224,29.138,-0.339,201.9,94.217,-0.374,1.991,44.342,-3.123,-1.622,138.559,1
127.402,46.173,95.952,112.903,4.843,906.924,-5.864,1.703,2.512,295.48,1.217,1.165,0.826,52.933,-0.03,-2.043,64.419,-1.025,-0.662,25.664,-1.87,324.805,127.775,2.454,1.353,50.352,-2.389,-2.897,178.128,1
113.285,13.742,58.445,208.622,1.983,307.406,-0.552,0.982,51.732,399.98,0.307,0.69,0.671,108.606,-0.614,-2.224,33.336,-0.029,-1.435,94.473,-1.19,526.932,135.487,-1.648,1.546,122.551,0.335,1.045,258.038,1
59.782,74.712,33.559,160.907,0.408,36.694,1.457,0.897,39.604,207.534,2.293,0.823,0.058,25.514,0.879,-1.663,58.501,0.88,-0.766,96.663,-1.806,348.661,69.005,1.428,1.768,54.513,1.02,1.448,123.518,0
126.003,9.038,70.193,101.942,4.097,341.244,-4.196,2.085,20.965,154.152,0.89,1.22,0.73,33.837,-0.519,0.493,30.131,1.137,-0.775,52.984,-0.548,180.419,51.226,-2.062,3.077,38.958,2.035,2.885,90.184,1
134.854,5.349,83.756,247.436,0.343,81.614,0.384,1.055,31.405,442.557,0.859,1.183,0,82.79,-2.101,-2.42,71.109,-1.116,-2.041,96.852,-2.105,381.489,147.328,-0.814,0.858,109.688,-0.471,1.376,288.659,1
141.484,4.954,90.279,145.258,0.623,132.288,2.447,2.294,5.457,300.146,2.795,0.916,0.003,28.766,-0.308,0.382,80.4,-0.847,2.612,81.54,2.673,280.212,134.175,-1.284,-1.022,56.804,-1.907,0.464,190.979,1
102.423,68.159,72.851,38.808,2.115,277.999,-1.109,2.922,96.633,432.806,1.251,-1.414,0.384,31.156,-1.797,-2.608,38.964,-1.133,0.237,49.043,2.025,470.5,99.916,-1.155,-0.804,90.619,0.96,-2.391,362.686,1
95.544,20.607,74.974,103.026,3.136,180.475,-1.681,1.302,31.663,198.926,0.881,0.2,0.893,64.596,-0.832,1.56,56.933,-0.355,2.772,13.509,-2.75,210.733,38.714,-2.45,-1.335,38.683,0.686,-0.575,77.397,0
90.828,18.006,47.393,76.129,0.248,412.706,0.113,2.29,103.043,555.921,1.381,0.097,0,21.76,0.864,2.654,30.055,1.273,-1.375,64.668,-0.964,800.118,208.581,0.234,1.737,205.38,0.482,-1.038,504.107,0
106.704,64.083,55.538,98.316,0.992,64.678,0.777,1.741,11.171,168.731,1.906,1.216,0.001,25.21,-0.331,-1.802,48.04,0.35,-0.2,54.643,-1.552,172.151,50.748,-0.515,2.433,44.733,-1.508,1.613,95.481,1
107.14,45.831,74.261,52.304,1.146,62.578,0.16,2.448,2.535,150.099,1.84,1.408,0.409,29.075,-0.069,2.204,53.505,-0.157,-0.243,21.79,1.229,248.902,36.092,-1.272,-3.129,31.427,-0.126,-1.682,67.518,0
193.781,20.368,120.167,85.093,2.644,306.917,-0.138,2.382,31.419,293.077,0.859,0.364,0.926,63.652,0.67,-0.334,54.695,1.635,1.844,64.87,2.188,353.199,127.396,-0.053,-1.048,47.334,2.591,3.014,174.73,0
90.267,24.46,56.597,62.6,2.75,171.586,0.673,2.3,2.107,143.439,1.52,1.398,0.962,22.355,-0.225,-0.088,33.976,-1.33,-2.105,31.042,-1.332,168.413,51.607,-2.976,2.342,35.501,-0.226,0.759,87.108,0
104.367,14.4,72.391,159.482,2.587,245.901,-0.037,1.189,89.765,363.375,1.462,1.232,0.914,53.401,1.574,-0.447,78.053,1.666,0.739,50.562,0.509,494.427,68.138,-0.014,-2.372,63.693,2.573,2.144,231.921,1
111.938,16.725,71.16,121.329,3.486,402.963,-2.983,1.578,2.223,261.992,0.317,1.373,0.989,88.9,-0.562,1.761,28.172,-0.415,0.19,34.493,0.733,278.504,85.888,1.508,-2.369,59.032,-1.978,-1.162,144.92,1
88.34,2.363,64.19,122.864,1.672,141.291,0.538,1.173,55.022,285.544,0.648,1.092,0.969,68.917,1.682,-1.841,44.636,0.964,-0.913,23.034,-0.987,375.295,61.015,0.276,0.598,60.537,1.948,2.049,171.99,0
130.348,5.951,89.687,46.027,5.411,1327.137,-7.289,3.151,44.99,286.081,1.55,-1.4,0.782,34.717,-0.625,1.387,53.801,-1.172,-1.793,27.156,-1.637,376.725,143.021,-2.534,1.242,54.541,2.876,-1.817,197.563,1
144.997,110.328,110.588,144.956,1.63,181.089,-0.41,1.737,81.389,432.967,3.428,1.025,0.001,39.057,1.599,-2.53,133.87,1.717,2.019,39.994,-2.556,389.286,80.699,-1.319,0.082,60.607,0.311,-2.13,260.04,1
113.955,78.565,83.797,62.536,2.461,175.522,0.596,2.074,0.966,229.544,0.818,-0.398,0.998,53.125,-1.144,-2.276,43.431,-1.511,1.966,36.789,-1.547,212.514,64.072,-0.222,0.024,37.433,-2.684,1.954,132.988,1
116.172,58.608,58.149,170.524,0.399,388.093,0.255,1.451,6.524,502.446,0.555,1.195,0.034,56.717,1.55,2.314,31.496,0.91,1.012,99.848,2.112,589.042,290.337,0.344,-0.99,123.896,0.742,2.288,414.233,1
117.635,7.53,82.056,172.117,4.82,1014.264,-5.624,1.585,2.714,303.541,3.663,1.263,0.867,24.752,-1.044,-1.93,90.679,0.483,-2.351,58.403,-2.247,318.81,115.658,1.981,0.556,72.451,-2.839,1.459,188.109,1
66.868,17.838,42.759,205.076,2.419,427.147,-1.064,0.874,12.858,444.801,3.73,0.577,0.524,24.767,-0.465,1.253,92.37,0.341,0.916,90.836,0.721,510.554,221.154,-1.841,-2.015,68.374,0.578,2.374,327.663,0
134.035,47.258,78.896,159.866,3.929,575.747,-3.661,1.497,118.226,308.113,1.174,1.381,0.217,49.876,1.09,2.821,58.556,1.984,-2.262,71.084,-3.012,315.613,102.946,-2.411,0.154,61.089,1.519,-2.487,199.682,1
117.232,57.336,89.218,60.666,3.052,214.849,-1.185,1.996,61.003,199.836,0.702,-0.795,1,63.283,1.193,-1.231,44.43,1.097,0.762,18.616,-2.22,246.272,51.864,-0.457,2.672,40.259,2.595,-1.705,92.123,1
90.297,59.261,68.089,26.445,3.513,199.605,-0.581,2.206,30.913,147.048,1.794,-1.166,1,28.058,1.935,-1.666,50.323,1.55,2.445,17.573,-0.527,302.154,36.342,3.339,-0.05,32.324,-0.174,1.326,68.666,0
95.397,27.182,77.368,114.188,4.182,438.688,-4.343,1.202,2.17,255.491,0.738,-0.012,0.354,79.475,2.453,0.284,58.675,2.301,-0.908,14.031,-1.895,255.516,79.414,2.261,2.99,37.926,-1.921,2.483,117.341,0
136.801,14.361,84.294,33.191,4.784,594.441,-5.51,2.431,21.687,202.052,0.517,-0.187,0.994,61.532,0.26,-2.67,31.825,0.649,-0.27,36.762,0.153,300.259,61.425,2.851,1.069,47.271,-1.933,-2.177,108.695,1
95.109,61.219,76.646,118.667,1.107,244.196,3.603,1.122,80.684,455.471,0.677,-0.144,0,79.037,0.849,2.854,53.508,1.955,2.665,19.512,-1.128,439.265,140.492,-2.531,-1.615,99.362,-1.424,0.365,322.926,0
114.051,29.312,69.078,134.169,0.294,217.721,0.048,1.59,33.484,343.686,0.381,1.414,0,76.219,-2.139,-0.546,29.028,-1.58,-2.034,52.572,-1.265,437.783,158.314,-0.117,2.421,80.125,-0.411,-0.07,238.439,0
85.441,37.078,53.694,114.654,2.262,206.081,0.002,1.367,31.764,227.408,1.067,1.391,0.192,41.033,0.134,0.709,43.774,0.321,2.063,48.943,1.239,379.569,100.695,-0.001,-1.117,41.905,-2.263,-2.815,142.6,0
112.72,14.088,62.999,136.859,5.251,825.012,-5.992,1.536,11.478,211.39,0.963,1.25,0.995,43.103,-0.128,-0.446,41.515,0.76,0.807,70.803,0.546,293.817,83.727,-1.676,-2.702,43.046,3.575,-2.825,126.773,1
140.605,9.877,84.844,43.329,0.698,115.567,0.878,3.229,0.681,189.844,0.995,-1.384,0.561,37.369,-0.224,1.521,37.178,-1.266,-1.535,44.045,-1.78,201.006,63.48,-0.651,0.49,51.818,-1.349,2.874,115.298,1
96.934,44.892,63.023,27.52,4.217,446.885,-2.543,2.855,3.792,174.149,0.785,0.084,0.923,35.547,-1.668,-0.897,27.902,-1.975,2.548,18.174,-0.755,247.706,69.711,0.729,1.955,40.988,-3.487,-1.152,110.7,1
101.669,43.703,46.041,158.446,2.363,196.972,-0.162,1.275,4.257,236.809,0.842,1.334,0.117,40.89,-1.212,0.058,34.417,-0.62,1.187,95.242,0.404,383.989,129.628,-0.07,-2.523,31.873,2.293,2.999,161.501,1
91.834,9.194,41.791,187.969,0.106,368.104,0.158,0.982,108.966,527.389,0.419,1.225,0,67.096,-1.035,1.316,28.095,-0.549,2.169,104.425,1.999,746.056,227.935,0.348,-1.368,147.249,0.454,1.931,432.198,0
67.399,58.192,48.175,65.656,2.808,238.4,-1.889,1.59,44.625,250.589,1.802,0.548,0.03,24.15,1.674,0.089,43.51,2.34,-1.354,30.576,0.493,316.983,71.005,-1.69,2.891,43.477,1.117,-0.761,182.928,0
123.333,10.901,82.986,55.583,3.35,172.45,-1.532,2.301,1.733,153.567,0.674,1.307,0.722,52.659,1.378,-0.948,35.512,2.086,1.241,19.369,0.823,210.235,33.699,2.804,-2.565,31.697,-0.546,2.654,65.396,1
78.192,21.9,49.757,47.968,1.262,174.87,0.559,3.124,79.817,234.123,1.382,1.413,0.122,20.426,-0.599,-2.577,28.221,-0.064,0.501,40.825,-0.156,414.088,80.847,-1.609,-0.082,67.714,-0.347,2.504,185.476,0
133.838,47.572,84.704,154.384,1.192,87.679,1.657,1.585,46.149,262.054,0.681,1.18,0.126,64.457,-1.697,0.464,43.875,-0.561,1.569,62.915,0.629,320.216,63.278,-2.014,-2.608,53.338,-0.822,-1.887,153.722,1
163.261,99.529,153.367,32.017,3.277,278.292,-2.13,3.113,2.522,185.067,2.734,-1.364,0.038,20.656,-0.877,0.006,56.477,2.212,-0.381,44.065,2.901,206.079,68.208,-2.384,2.379,39.725,0.893,-1.14,107.934,0
170.574,32.104,131.995,48.103,2.715,131.155,-0.32,2.888,3.676,208.002,2.032,-1.377,0.936,46.41,0.666,-0.776,94.302,0.884,2.104,2.835,-1.421,242.048,33.777,-0.123,-0.528,33.514,2.591,-1.938,67.291,0
101.468,56.756,71.139,54.884,1.61,150.233,-0.633,2.857,6.128,193.788,1.738,1.414,0.953,26.677,0.378,-3.021,46.354,-0.054,0.438,40.143,1.874,271.778,82.462,-0.682,-1.232,38.295,0.928,2.342,120.757,0
81.575,33.962,53.91,53.47,3.346,400.138,-2.366,2.271,37.242,252.268,1.767,1.413,0.7,21.534,-2.273,0.165,38.045,-1.656,2.351,24.631,1.175,392.541,97.913,-2.33,-1.269,53.639,1.016,1.54,192.689,0
115.034,1.31,67.279,306.854,4.485,1097.614,-5.018,1.019,1.304,510.129,2.847,0.988,0.971,40.369,-0.112,1.813,114.929,-0.488,2.761,166.78,2.77,527.325,311.534,2.137,-0.618,43.297,-2.348,1.134,354.831,1
134.866,7.856,80.29,24.976,2.723,246.148,-0.596,2.906,26.652,189.991,0.664,-0.024,0.284,41.672,-1.684,-1.092,27.663,-0.407,1.518,30.777,1.788,302.22,61.872,-0.24,2.907,58.785,2.482,-1.11,120.657,1
113.058,19.564,76.825,72.629,2.084,178.05,4.805,2.91,22.322,200.28,2.487,1.383,0.054,24.02,-1.071,-1.318,59.735,-0.65,1.561,36.158,1.137,295.033,58.569,-3.469,-2.673,57.956,-1.385,-0.558,116.526,1
126.328,52.586,71.838,126.441,4.088,638.695,-0.651,1.789,4.448,264.075,0.471,1.3,0.616,65.842,0.004,-2.527,31.001,0.456,2.025,58.37,-2.926,306.926,96.243,-0.166,-0.371,70.988,3.922,1.06,167.231,1
84.841,5.275,37.715,228.028,2.819,435.501,-1.608,1.121,40.202,412.719,2.382,1.062,0.451,22.958,-0.666,-2.451,54.687,-0.643,2.711,161.668,2.767,452.752,247.181,-0.794,-0.429,46.957,2.025,0.785,335.074,0
139.402,7.661,98.654,85.734,6.263,976.555,-9.54,2.174,2.508,193.511,1.317,1.16,0.928,46.65,0.297,-2.009,61.46,-0.341,2.196,33.774,2.364,146.28,42.725,3.648,-0.39,42.676,-2.615,-0.415,85.401,1
62.726,51.714,50.931,105.942,1.316,129.581,3.417,1.045,55.309,244.65,3.427,-0.09,0,25.222,1.17,-1.006,86.428,0.138,-0.841,10.019,1.305,349.602,67.115,1.304,1.132,65.885,2.62,2.496,133,0
112.048,16.996,54.004,128.493,3.178,519.784,-1.006,1.959,2.176,292.666,1.64,1.246,0.761,22.925,-1.008,0,37.595,-2.063,-1.652,87.107,-1.353,333.8,170.72,0.357,1.595,61.425,-2.821,-2.19,232.145,1
94.518,2.719,70.73,133.187,1.36,122.489,-0.37,1.175,8.685,271.344,1.074,0.935,0.98,61.494,-0.511,0.549,66.029,-0.399,1.719,31.44,1.778,309.985,87.121,0.377,-1.429,56.7,-0.983,-2.355,143.821,0
111.764,9.936,71.358,76.309,3.315,194.453,-2.676,1.823,1.25,167.984,0.583,0.666,0.968,57.486,-0.51,-1.571,33.539,0.034,2.972,38.404,2.695,191.823,41.907,1.391,0.413,35.052,-1.923,0.595,76.958,1
137.312,17.936,99.931,59.082,2.059,117.167,2.582,2.955,35.873,193.6,2.252,1.401,0.001,33.354,-0.974,-2.84,75.097,-0.825,0.111,17.049,-0.396,321.583,50.041,0.879,3.027,35.108,2.938,-1.889,85.149,1
50.229,45.053,37.739,103.184,1.626,123.556,-0.625,0.833,49.185,216.278,2.1,0.061,0.063,31.119,-2.169,-0.606,65.335,-1.541,-0.059,26.491,1.085,392.219,89.386,-1.002,2.331,30.437,0.623,-2.339,119.823,0
108.174,66.79,80.87,28.785,0.207,105.179,0.065,2.33,35.534,202.436,1.298,-0.963,0,38.367,1.155,-1.534,49.814,0.906,0.783,22.392,-2.333,339.64,71.097,-0.171,0.941,43.158,-0.378,-2.922,114.255,0
88.236,3.998,57.47,107.402,1.317,82.719,3.311,1.549,83.207,292.518,1.553,1.156,0,27.978,1.775,-0.709,43.46,0.384,-1.389,40.21,-1.293,365.52,58.781,-2.594,1.06,53.906,-1.277,1.303,221.08,0
36.959,12.095,23.546,111.576,0.524,103.838,1.029,0.71,43.665,248.452,1.865,0.659,0.118,24.709,-1.511,1.978,46.082,-1.431,2.684,48.202,2.941,415.394,91.551,-0.786,-1.392,55.007,-1.31,0.059,177.661,0
95.754,13.945,71.54,74.18,0.291,153.27,5.289,1.977,1.623,229.206,1.2,0.05,0,28.207,0.436,-2.936,33.853,-1.539,-2.881,14.687,-2.245,252.263,103.048,-2.159,-0.287,64.098,-2.45,2.064,167.146,0
103.063,44.581,77.171,162.782,2.435,208.494,-1.171,1.151,52.426,317.35,1.737,1.348,0.984,53.466,0.147,-2.712,92.856,0.404,-1.589,39.114,-2.347,391.333,69.594,1.775,1.452,58.95,-0.66,0.417,171.029,1
82.29,90.31,71.734,18.446,0.76,79.747,1.128,2.327,6.241,135.284,1.892,-1.088,0.038,21.179,0.004,-2.724,40.062,1.815,2.097,51.001,-0.953,236.861,38.358,0.748,1.938,35.684,1.508,-0.837,74.043,0
217.68,114.133,160.399,59.208,3.039,799.505,-1.819,2.883,73.1,531.513,0.789,-1.348,0.071,79.787,0.67,-0.327,62.95,1.773,-2.991,54.046,0.567,575.028,169.229,-2.219,0.863,166.076,0.82,-2.834,388.776,0
123.028,93.418,61.613,65.804,3.526,291.014,-1.752,2.152,1.141,181.03,2.842,1.029,0.269,20.358,0.411,0.106,57.868,0.854,2.212,50.675,0.132,176.322,66.154,0.598,-1.584,36.65,-2.928,2.807,102.804,1
98.002,39.542,74.327,93.871,3.577,324.334,-1.244,1.317,23.769,237.125,0.677,-0.213,0.821,73.129,0.277,-0.942,49.493,0.604,-2.218,27.287,2.93,408.034,76.021,3.186,1.247,38.482,-0.39,2.667,114.503,0
78.325,23.645,43.066,71.198,5.956,1637.077,-8.857,2.02,2.452,227.271,1.064,1.388,0.938,24.622,-0.737,0.876,26.201,-0.651,-1.142,44.64,-0.436,235.955,117.744,-2.874,-3.087,58.705,3.081,0.58,176.448,1
85.091,45.457,55.312,69.973,0.094,142.953,0.886,2.273,30.669,214.342,0.838,1.402,0,33.274,0.758,-0.415,27.894,0.806,-2.687,43.832,-1.272,261.92,103.022,0.895,1.982,50.152,0.989,-1.515,153.174,0
111.372,28.642,79.001,76.292,4.556,442.849,-4.83,2.1,1.753,194.831,0.401,1.271,0.889,69.533,1.973,0.339,27.862,1.379,2.353,13.463,0.688,208.901,66.366,-1.679,-2.823,31.07,2.877,-1.411,97.436,1
76.429,5.452,37.056,180.166,3.273,498.642,-1.234,0.984,7.71,277.249,1.359,1.099,0.646,33.104,-1.871,-1.836,44.996,-2.283,-2.729,111.438,-2.652,303.586,101.332,-2.838,0.239,97.817,0.435,0.943,199.149,0
130.742,6.993,82.923,11.845,4.968,1054.157,-6.04,3.14,6.713,241.197,0.676,-0.78,1,39.648,1.813,-2.385,26.815,0.337,1.127,19.32,0.819,324.832,90.414,-2.123,-2.33,84.32,2.845,0.61,174.734,1
88.772,3.233,53.713,45.73,0.658,124.756,5.298,2.479,25.203,182.464,1.054,1.134,0.161,27.143,2.303,-2.19,28.611,1.881,1.651,33.006,1.756,251.511,75.132,2.654,-0.793,51.578,1.996,3.065,126.71,0
108.871,59.501,65.121,64.99,0.31,44.012,1.406,2.158,25.956,166.422,2.074,1.329,0,25.198,1.826,0.115,52.273,2.245,-2.003,31.854,-0.369,214.616,48.975,1.351,2.208,39.977,1.041,1.314,88.951,1
117.419,19.454,66.228,45.465,4.996,440.128,-4.705,2.832,0.135,138.171,0.827,1.389,0.999,35.838,-1.665,0.744,29.623,-1.166,-2.045,40.354,-1.474,111.367,40.327,1.259,2.713,32.383,-3.737,0.912,72.71,1
235.661,53.441,170.718,164.937,0.836,74.309,3.57,2.279,30.718,372.42,2.395,1.395,0,51.94,-1.82,2.446,124.391,-0.533,0.565,47.018,1.279,440.67,121.129,-1.517,-2.169,42.53,-2.353,-2.504,196.089,0
151.809,49.274,104.018,70.011,3.94,246.515,-3.21,2.395,3.109,180.806,0.881,1.409,0.828,58.969,0.255,2.595,51.973,-0.036,-1.31,28.175,-2.709,219.165,36.417,2.789,0.221,33.446,-1.151,0.773,69.863,1
121.224,13.859,70.073,175.505,4.676,823.35,-5.466,1.273,22.114,294.942,0.328,1.331,0.996,97.906,-0.919,0.772,32.114,-0.159,1.793,62.137,1.481,323.599,102.283,-2.348,-2.28,62.64,2.328,-1.676,164.922,1
36.565,55.877,29.729,45.858,1.094,49.741,2.245,0.814,59.971,154.551,0.703,-1.206,0.748,42.342,0.489,-2.889,29.762,1.301,-2.832,26.228,0.299,240.636,51.55,1.048,-0.656,30.898,2.142,-0.36,82.448,0
97.331,3.688,64.345,52.477,3.691,393.589,-2.535,2.899,6.99,261.04,1.963,0.319,0.741,22.806,-0.426,-2.485,44.766,-0.078,0.393,29.801,0.494,324.802,87.326,-0.912,-2.873,41.997,2.779,0.13,193.468,0
